Source,Destination,Time,Length,Protocol,Timestamp,Anomaly,Anomaly_Category,Protocol_Category,Request_Frequency,Source_Category
94,0,68247,1144,0,2025-04-14 14:20:02.013270,0,Large Packet,Other,19,Normal
76,0,36509,1344,1,2025-04-14 05:31:04.013270,0,Large Packet,ICMP,8,Normal
73,0,51195,889,0,2025-04-14 09:35:50.013270,0,Normal Size,Other,7,Normal
62,0,42533,1201,0,2025-04-14 07:11:28.013270,0,Large Packet,Other,13,Normal
0,0,243,1071,0,2025-04-13 19:26:38.013270,0,Large Packet,Other,267,Bot Suspect
9,0,15251,804,1,2025-04-13 23:36:46.013270,0,Normal Size,ICMP,10,Normal
76,0,56846,954,0,2025-04-14 11:10:01.013270,0,Normal Size,Other,8,Normal
98,0,52269,1429,1,2025-04-14 09:53:44.013270,0,Large Packet,ICMP,13,Normal
30,0,45587,1025,0,2025-04-14 08:02:22.013270,0,Large Packet,Other,9,Normal
94,0,61367,1009,0,2025-04-14 12:25:22.013270,0,Large Packet,Other,19,Normal
88,0,661,1323,1,2025-04-13 19:33:36.013270,0,Large Packet,ICMP,10,Normal
11,0,52648,555,1,2025-04-14 10:00:03.013270,0,Normal Size,ICMP,15,Normal
87,0,58762,512,0,2025-04-14 11:41:57.013270,0,Normal Size,Other,15,Normal
63,0,1605,792,1,2025-04-13 19:49:20.013270,0,Normal Size,ICMP,9,Normal
11,0,34801,566,0,2025-04-14 05:02:36.013270,0,Normal Size,Other,15,Normal
13,0,60504,894,0,2025-04-14 12:10:59.013270,0,Normal Size,Other,14,Normal
48,0,67364,507,1,2025-04-14 14:05:19.013270,0,Normal Size,ICMP,9,Normal
28,0,33320,852,0,2025-04-14 04:37:55.013270,0,Normal Size,Other,12,Normal
91,0,10326,803,1,2025-04-13 22:14:41.013270,0,Normal Size,ICMP,10,Normal
29,0,47908,1281,0,2025-04-14 08:41:03.013270,0,Large Packet,Other,18,Normal
55,0,25003,671,1,2025-04-14 02:19:18.013270,0,Normal Size,ICMP,9,Normal
1,0,186,1036,0,2025-04-13 19:25:41.013270,0,Large Packet,Other,233,Bot Suspect
86,0,75520,623,1,2025-04-14 16:21:15.013270,0,Normal Size,ICMP,8,Normal
94,0,47057,765,0,2025-04-14 08:26:52.013270,0,Normal Size,Other,19,Normal
34,0,58067,1387,0,2025-04-14 11:30:22.013270,0,Large Packet,Other,10,Normal
7,0,61120,1267,0,2025-04-14 12:21:15.013270,0,Large Packet,Other,10,Normal
1,0,217,1147,1,2025-04-13 19:26:12.013270,0,Large Packet,ICMP,233,Bot Suspect
51,0,39214,1479,1,2025-04-14 06:16:09.013270,0,Large Packet,ICMP,11,Normal
1,0,244,1342,1,2025-04-13 19:26:39.013270,0,Large Packet,ICMP,233,Bot Suspect
55,0,64324,596,1,2025-04-14 13:14:39.013270,0,Normal Size,ICMP,9,Normal
68,0,77735,1235,0,2025-04-14 16:58:10.013270,0,Large Packet,Other,12,Normal
54,0,83309,801,1,2025-04-14 18:31:04.013270,0,Normal Size,ICMP,9,Normal
85,0,77475,1162,1,2025-04-14 16:53:50.013270,0,Large Packet,ICMP,8,Normal
0,0,267,813,1,2025-04-13 19:27:02.013270,0,Normal Size,ICMP,267,Bot Suspect
25,0,74663,725,0,2025-04-14 16:06:58.013270,0,Normal Size,Other,12,Normal
64,0,9516,1475,0,2025-04-13 22:01:11.013270,0,Large Packet,Other,8,Normal
46,0,1980,984,0,2025-04-13 19:55:35.013270,0,Normal Size,Other,9,Normal
51,0,72595,1089,1,2025-04-14 15:32:30.013270,0,Large Packet,ICMP,11,Normal
45,0,30707,1136,1,2025-04-14 03:54:22.013270,0,Large Packet,ICMP,11,Normal
19,0,66061,1355,1,2025-04-14 13:43:36.013270,0,Large Packet,ICMP,14,Normal
32,0,50948,1031,1,2025-04-14 09:31:43.013270,0,Large Packet,ICMP,12,Normal
1,0,117,913,1,2025-04-13 19:24:32.013270,0,Normal Size,ICMP,233,Bot Suspect
79,0,76090,1416,1,2025-04-14 16:30:45.013270,0,Large Packet,ICMP,6,Normal
61,0,37904,899,0,2025-04-14 05:54:19.013270,0,Normal Size,Other,19,Normal
91,0,4324,677,0,2025-04-13 20:34:39.013270,0,Normal Size,Other,10,Normal
48,0,47638,788,0,2025-04-14 08:36:33.013270,0,Normal Size,Other,9,Normal
34,0,27083,1030,0,2025-04-14 02:53:58.013270,0,Large Packet,Other,10,Normal
60,0,235,996,1,2025-04-13 19:26:30.013270,0,Normal Size,ICMP,12,Normal
0,0,255,1003,1,2025-04-13 19:26:50.013270,1,Large Packet,ICMP,267,Bot Suspect
92,0,49688,578,0,2025-04-14 09:10:43.013270,0,Normal Size,Other,20,Normal
33,0,19129,542,0,2025-04-14 00:41:24.013270,0,Normal Size,Other,7,Normal
10,0,43408,918,0,2025-04-14 07:26:03.013270,0,Normal Size,Other,13,Normal
0,0,3,1341,0,2025-04-13 19:22:38.013270,0,Large Packet,Other,267,Bot Suspect
1,0,240,558,1,2025-04-13 19:26:35.013270,0,Normal Size,ICMP,233,Bot Suspect
34,0,29430,1089,0,2025-04-14 03:33:05.013270,0,Large Packet,Other,10,Normal
41,0,12342,1143,1,2025-04-13 22:48:17.013270,0,Large Packet,ICMP,10,Normal
0,0,212,638,1,2025-04-13 19:26:07.013270,0,Normal Size,ICMP,267,Bot Suspect
49,0,76218,621,0,2025-04-14 16:32:53.013270,0,Normal Size,Other,13,Normal
86,0,63731,924,1,2025-04-14 13:04:46.013270,0,Normal Size,ICMP,8,Normal
0,0,229,834,1,2025-04-13 19:26:24.013270,0,Normal Size,ICMP,267,Bot Suspect
0,0,244,1383,0,2025-04-13 19:26:39.013270,0,Large Packet,Other,267,Bot Suspect
50,0,45648,572,0,2025-04-14 08:03:23.013270,0,Normal Size,Other,12,Normal
72,0,7906,1477,0,2025-04-13 21:34:21.013270,0,Large Packet,Other,8,Normal
0,0,238,502,1,2025-04-13 19:26:33.013270,1,Normal Size,ICMP,267,Bot Suspect
0,0,75,755,0,2025-04-13 19:23:50.013270,0,Normal Size,Other,267,Bot Suspect
50,0,76325,1130,0,2025-04-14 16:34:40.013270,0,Large Packet,Other,12,Normal
91,0,54028,579,0,2025-04-14 10:23:03.013270,0,Normal Size,Other,10,Normal
32,0,5776,874,1,2025-04-13 20:58:51.013270,0,Normal Size,ICMP,12,Normal
11,0,77454,1146,1,2025-04-14 16:53:29.013270,0,Large Packet,ICMP,15,Normal
74,0,77258,737,0,2025-04-14 16:50:13.013270,0,Normal Size,Other,10,Normal
35,0,85431,519,1,2025-04-14 19:06:26.013270,0,Normal Size,ICMP,12,Normal
29,0,70135,1062,0,2025-04-14 14:51:30.013270,0,Large Packet,Other,18,Normal
0,0,24,1074,0,2025-04-13 19:22:59.013270,0,Large Packet,Other,267,Bot Suspect
18,0,84458,1065,0,2025-04-14 18:50:13.013270,0,Large Packet,Other,13,Normal
62,0,82495,1399,0,2025-04-14 18:17:30.013270,0,Large Packet,Other,13,Normal
89,0,76589,1279,0,2025-04-14 16:39:04.013270,0,Large Packet,Other,9,Normal
87,0,23150,1088,0,2025-04-14 01:48:25.013270,0,Large Packet,Other,15,Normal
1,0,90,1094,0,2025-04-13 19:24:05.013270,0,Large Packet,Other,233,Bot Suspect
68,0,26289,1282,1,2025-04-14 02:40:44.013270,0,Large Packet,ICMP,12,Normal
24,0,76919,1160,1,2025-04-14 16:44:34.013270,0,Large Packet,ICMP,8,Normal
56,0,38158,1479,0,2025-04-14 05:58:33.013270,0,Large Packet,Other,15,Normal
1,0,241,1143,0,2025-04-13 19:26:36.013270,0,Large Packet,Other,233,Bot Suspect
1,0,161,829,0,2025-04-13 19:25:16.013270,0,Normal Size,Other,233,Bot Suspect
55,0,85451,1086,1,2025-04-14 19:06:46.013270,0,Large Packet,ICMP,9,Normal
92,0,13234,1140,0,2025-04-13 23:03:09.013270,0,Large Packet,Other,20,Normal
65,0,57775,1160,0,2025-04-14 11:25:30.013270,0,Large Packet,Other,8,Normal
0,0,153,746,0,2025-04-13 19:25:08.013270,0,Normal Size,Other,267,Bot Suspect
6,0,11694,1088,1,2025-04-13 22:37:29.013270,0,Large Packet,ICMP,13,Normal
94,0,31860,801,1,2025-04-14 04:13:35.013270,0,Normal Size,ICMP,19,Normal
23,0,17260,584,1,2025-04-14 00:10:15.013270,0,Normal Size,ICMP,10,Normal
8,0,7491,926,0,2025-04-13 21:27:26.013270,0,Normal Size,Other,10,Normal
0,0,84,1424,0,2025-04-13 19:23:59.013270,0,Large Packet,Other,267,Bot Suspect
0,0,227,1333,0,2025-04-13 19:26:22.013270,0,Large Packet,Other,267,Bot Suspect
55,0,75060,1468,1,2025-04-14 16:13:35.013270,0,Large Packet,ICMP,9,Normal
65,0,37219,707,0,2025-04-14 05:42:54.013270,0,Normal Size,Other,8,Normal
100,0,29975,1269,0,2025-04-14 03:42:10.013270,0,Large Packet,Other,7,Normal
98,0,14288,1327,1,2025-04-13 23:20:43.013270,0,Large Packet,ICMP,13,Normal
24,0,9111,500,0,2025-04-13 21:54:26.013270,0,Normal Size,Other,8,Normal
1,0,183,692,0,2025-04-13 19:25:38.013270,0,Normal Size,Other,233,Bot Suspect
1,0,100,1248,0,2025-04-13 19:24:15.013270,0,Large Packet,Other,233,Bot Suspect
29,0,24578,535,1,2025-04-14 02:12:13.013270,0,Normal Size,ICMP,18,Normal
1,0,77,634,0,2025-04-13 19:23:52.013270,0,Normal Size,Other,233,Bot Suspect
44,0,39711,648,1,2025-04-14 06:24:26.013270,0,Normal Size,ICMP,12,Normal
0,0,115,1475,0,2025-04-13 19:24:30.013270,1,Large Packet,Other,267,Bot Suspect
1,0,13,1414,1,2025-04-13 19:22:48.013270,0,Large Packet,ICMP,233,Bot Suspect
91,0,13507,954,1,2025-04-13 23:07:42.013270,0,Normal Size,ICMP,10,Normal
0,0,127,1123,0,2025-04-13 19:24:42.013270,0,Large Packet,Other,267,Bot Suspect
0,0,16,876,1,2025-04-13 19:22:51.013270,0,Normal Size,ICMP,267,Bot Suspect
95,0,79767,543,0,2025-04-14 17:32:02.013270,0,Normal Size,Other,11,Normal
1,0,169,1059,0,2025-04-13 19:25:24.013270,0,Large Packet,Other,233,Bot Suspect
0,0,53,1356,0,2025-04-13 19:23:28.013270,0,Large Packet,Other,267,Bot Suspect
0,0,1,1117,1,2025-04-13 19:22:36.013270,0,Large Packet,ICMP,267,Bot Suspect
50,0,54620,1271,1,2025-04-14 10:32:55.013270,0,Large Packet,ICMP,12,Normal
68,0,44327,743,1,2025-04-14 07:41:22.013270,0,Normal Size,ICMP,12,Normal
49,0,80395,920,0,2025-04-14 17:42:30.013270,0,Normal Size,Other,13,Normal
0,0,153,646,0,2025-04-13 19:25:08.013270,0,Normal Size,Other,267,Bot Suspect
46,0,71315,867,0,2025-04-14 15:11:10.013270,0,Normal Size,Other,9,Normal
68,0,46197,1430,1,2025-04-14 08:12:32.013270,0,Large Packet,ICMP,12,Normal
10,0,65545,1412,1,2025-04-14 13:35:00.013270,0,Large Packet,ICMP,13,Normal
95,0,56446,591,1,2025-04-14 11:03:21.013270,0,Normal Size,ICMP,11,Normal
0,0,181,602,1,2025-04-13 19:25:36.013270,0,Normal Size,ICMP,267,Bot Suspect
1,0,172,1424,0,2025-04-13 19:25:27.013270,0,Large Packet,Other,233,Bot Suspect
0,0,201,835,0,2025-04-13 19:25:56.013270,0,Normal Size,Other,267,Bot Suspect
66,0,79273,1106,1,2025-04-14 17:23:48.013270,0,Large Packet,ICMP,10,Normal
41,0,31821,1199,0,2025-04-14 04:12:56.013270,0,Large Packet,Other,10,Normal
101,0,12254,993,1,2025-04-13 22:46:49.013270,1,Normal Size,ICMP,18,Normal
47,0,80688,1195,1,2025-04-14 17:47:23.013270,0,Large Packet,ICMP,11,Normal
75,0,78411,1033,0,2025-04-14 17:09:26.013270,0,Large Packet,Other,12,Normal
95,0,31966,1079,1,2025-04-14 04:15:21.013270,0,Large Packet,ICMP,11,Normal
13,0,40631,660,0,2025-04-14 06:39:46.013270,0,Normal Size,Other,14,Normal
14,0,83847,892,0,2025-04-14 18:40:02.013270,0,Normal Size,Other,13,Normal
67,0,39341,863,1,2025-04-14 06:18:16.013270,0,Normal Size,ICMP,5,Normal
87,0,38197,1014,0,2025-04-14 05:59:12.013270,0,Large Packet,Other,15,Normal
101,0,52579,752,0,2025-04-14 09:58:54.013270,0,Normal Size,Other,18,Normal
25,0,72355,1303,0,2025-04-14 15:28:30.013270,0,Large Packet,Other,12,Normal
28,0,19623,1390,0,2025-04-14 00:49:38.013270,0,Large Packet,Other,12,Normal
65,0,78301,1161,0,2025-04-14 17:07:36.013270,0,Large Packet,Other,8,Normal
21,0,70831,1019,0,2025-04-14 15:03:06.013270,0,Large Packet,Other,9,Normal
10,0,23275,589,0,2025-04-14 01:50:30.013270,0,Normal Size,Other,13,Normal
1,0,111,1161,0,2025-04-13 19:24:26.013270,0,Large Packet,Other,233,Bot Suspect
30,0,7083,692,1,2025-04-13 21:20:38.013270,0,Normal Size,ICMP,9,Normal
56,0,61268,1128,1,2025-04-14 12:23:43.013270,0,Large Packet,ICMP,15,Normal
1,0,153,1058,1,2025-04-13 19:25:08.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,138,1220,1,2025-04-13 19:24:53.013270,0,Large Packet,ICMP,233,Bot Suspect
0,0,72,1011,0,2025-04-13 19:23:47.013270,0,Large Packet,Other,267,Bot Suspect
34,0,84555,708,1,2025-04-14 18:51:50.013270,0,Normal Size,ICMP,10,Normal
0,0,173,794,0,2025-04-13 19:25:28.013270,0,Normal Size,Other,267,Bot Suspect
1,0,234,1245,1,2025-04-13 19:26:29.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,163,948,0,2025-04-13 19:25:18.013270,0,Normal Size,Other,233,Bot Suspect
51,0,4494,927,1,2025-04-13 20:37:29.013270,0,Normal Size,ICMP,11,Normal
0,0,180,506,0,2025-04-13 19:25:35.013270,1,Normal Size,Other,267,Bot Suspect
39,0,16309,1473,1,2025-04-13 23:54:24.013270,0,Large Packet,ICMP,9,Normal
0,0,133,949,1,2025-04-13 19:24:48.013270,0,Normal Size,ICMP,267,Bot Suspect
0,0,152,705,1,2025-04-13 19:25:07.013270,0,Normal Size,ICMP,267,Bot Suspect
6,0,26172,1020,0,2025-04-14 02:38:47.013270,0,Large Packet,Other,13,Normal
1,0,80,1487,1,2025-04-13 19:23:55.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,27,568,1,2025-04-13 19:23:02.013270,0,Normal Size,ICMP,233,Bot Suspect
41,0,17327,1293,1,2025-04-14 00:11:22.013270,0,Large Packet,ICMP,10,Normal
0,0,92,628,0,2025-04-13 19:24:07.013270,0,Normal Size,Other,267,Bot Suspect
1,0,14,747,0,2025-04-13 19:22:49.013270,0,Normal Size,Other,233,Bot Suspect
1,0,216,693,0,2025-04-13 19:26:11.013270,0,Normal Size,Other,233,Bot Suspect
48,0,57660,1241,0,2025-04-14 11:23:35.013270,0,Large Packet,Other,9,Normal
0,0,248,561,0,2025-04-13 19:26:43.013270,0,Normal Size,Other,267,Bot Suspect
38,0,9078,1300,1,2025-04-13 21:53:53.013270,0,Large Packet,ICMP,4,Normal
0,0,48,1249,1,2025-04-13 19:23:23.013270,0,Large Packet,ICMP,267,Bot Suspect
1,0,78,1374,1,2025-04-13 19:23:53.013270,0,Large Packet,ICMP,233,Bot Suspect
0,0,92,639,1,2025-04-13 19:24:07.013270,0,Normal Size,ICMP,267,Bot Suspect
51,0,72541,881,1,2025-04-14 15:31:36.013270,0,Normal Size,ICMP,11,Normal
79,0,75452,1345,0,2025-04-14 16:20:07.013270,0,Large Packet,Other,6,Normal
1,0,218,1033,1,2025-04-13 19:26:13.013270,0,Large Packet,ICMP,233,Bot Suspect
52,0,20662,640,0,2025-04-14 01:06:57.013270,0,Normal Size,Other,12,Normal
0,0,140,998,1,2025-04-13 19:24:55.013270,1,Normal Size,ICMP,267,Bot Suspect
74,0,72847,716,1,2025-04-14 15:36:42.013270,0,Normal Size,ICMP,10,Normal
95,0,42880,695,0,2025-04-14 07:17:15.013270,0,Normal Size,Other,11,Normal
99,0,17850,653,1,2025-04-14 00:20:05.013270,0,Normal Size,ICMP,9,Normal
10,0,42240,1342,0,2025-04-14 07:06:35.013270,0,Large Packet,Other,13,Normal
90,0,53002,1482,1,2025-04-14 10:05:57.013270,0,Large Packet,ICMP,14,Normal
54,0,82197,1014,0,2025-04-14 18:12:32.013270,0,Large Packet,Other,9,Normal
87,0,29373,1022,1,2025-04-14 03:32:08.013270,0,Large Packet,ICMP,15,Normal
20,0,33662,1207,0,2025-04-14 04:43:37.013270,0,Large Packet,Other,10,Normal
15,0,36368,1161,1,2025-04-14 05:28:43.013270,0,Large Packet,ICMP,7,Normal
12,0,64435,509,1,2025-04-14 13:16:30.013270,0,Normal Size,ICMP,9,Normal
55,0,43872,642,1,2025-04-14 07:33:47.013270,0,Normal Size,ICMP,9,Normal
20,0,35772,1113,0,2025-04-14 05:18:47.013270,0,Large Packet,Other,10,Normal
35,0,24818,951,0,2025-04-14 02:16:13.013270,0,Normal Size,Other,12,Normal
63,0,75717,1224,0,2025-04-14 16:24:32.013270,0,Large Packet,Other,9,Normal
87,0,53028,582,0,2025-04-14 10:06:23.013270,0,Normal Size,Other,15,Normal
87,0,12588,1113,1,2025-04-13 22:52:23.013270,0,Large Packet,ICMP,15,Normal
47,0,76918,896,0,2025-04-14 16:44:33.013270,0,Normal Size,Other,11,Normal
1,0,39,837,0,2025-04-13 19:23:14.013270,0,Normal Size,Other,233,Bot Suspect
1,0,140,1437,1,2025-04-13 19:24:55.013270,0,Large Packet,ICMP,233,Bot Suspect
42,0,9446,786,0,2025-04-13 22:00:01.013270,0,Normal Size,Other,9,Normal
1,0,193,1321,1,2025-04-13 19:25:48.013270,0,Large Packet,ICMP,233,Bot Suspect
1,0,162,674,1,2025-04-13 19:25:17.013270,0,Normal Size,ICMP,233,Bot Suspect
1,0,113,925,0,2025-04-13 19:24:28.013270,0,Normal Size,Other,233,Bot Suspect
0,0,282,989,0,2025-04-13 19:27:17.013270,0,Normal Size,Other,267,Bot Suspect
97,0,78757,965,0,2025-04-14 17:15:12.013270,0,Normal Size,Other,10,Normal
32,0,82870,1373,0,2025-04-14 18:23:45.013270,0,Large Packet,Other,12,Normal
1,0,7,840,1,2025-04-13 19:22:42.013270,0,Normal Size,ICMP,233,Bot Suspect
25,0,84386,813,0,2025-04-14 18:49:01.013270,0,Normal Size,Other,12,Normal
0,0,288,766,1,2025-04-13 19:27:23.013270,0,Normal Size,ICMP,267,Bot Suspect
93,0,12676,518,0,2025-04-13 22:53:51.013270,0,Normal Size,Other,5,Normal
1,0,161,694,1,2025-04-13 19:25:16.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,67,1048,0,2025-04-13 19:23:42.013270,0,Large Packet,Other,267,Bot Suspect
2,0,64772,783,1,2025-04-14 13:22:07.013270,0,Normal Size,ICMP,16,Normal
1,0,40,803,1,2025-04-13 19:23:15.013270,0,Normal Size,ICMP,233,Bot Suspect
0,0,11,878,1,2025-04-13 19:22:46.013270,0,Normal Size,ICMP,267,Bot Suspect
1,0,223,834,0,2025-04-13 19:26:18.013270,0,Normal Size,Other,233,Bot Suspect
8,0,56133,1073,1,2025-04-14 10:58:08.013270,0,Large Packet,ICMP,10,Normal
1,0,277,1401,1,2025-04-13 19:27:12.013270,0,Large Packet,ICMP,233,Bot Suspect
19,0,35946,708,0,2025-04-14 05:21:41.013270,0,Normal Size,Other,14,Normal
39,0,80879,1129,1,2025-04-14 17:50:34.013270,0,Large Packet,ICMP,9,Normal
86,0,33142,1147,1,2025-04-14 04:34:57.013270,0,Large Packet,ICMP,8,Normal
26,0,40600,1299,1,2025-04-14 06:39:15.013270,0,Large Packet,ICMP,10,Normal
7,0,48874,1152,1,2025-04-14 08:57:09.013270,0,Large Packet,ICMP,10,Normal
92,0,41688,1153,0,2025-04-14 06:57:23.013270,0,Large Packet,Other,20,Normal
1,0,221,684,1,2025-04-13 19:26:16.013270,0,Normal Size,ICMP,233,Bot Suspect
29,0,62516,1424,1,2025-04-14 12:44:31.013270,0,Large Packet,ICMP,18,Normal
0,0,108,1328,0,2025-04-13 19:24:23.013270,0,Large Packet,Other,267,Bot Suspect
0,0,121,956,1,2025-04-13 19:24:36.013270,0,Normal Size,ICMP,267,Bot Suspect
101,0,12984,1093,0,2025-04-13 22:58:59.013270,1,Large Packet,Other,18,Normal
78,0,54553,1108,1,2025-04-14 10:31:48.013270,0,Large Packet,ICMP,8,Normal
30,0,81470,728,1,2025-04-14 18:00:25.013270,0,Normal Size,ICMP,9,Normal
47,0,74910,1435,0,2025-04-14 16:11:05.013270,0,Large Packet,Other,11,Normal
11,0,57056,1009,1,2025-04-14 11:13:31.013270,0,Large Packet,ICMP,15,Normal
7,0,52375,881,1,2025-04-14 09:55:30.013270,0,Normal Size,ICMP,10,Normal
0,0,103,1121,1,2025-04-13 19:24:18.013270,0,Large Packet,ICMP,267,Bot Suspect
1,0,256,1218,0,2025-04-13 19:26:51.013270,0,Large Packet,Other,233,Bot Suspect
0,0,205,1217,0,2025-04-13 19:26:00.013270,0,Large Packet,Other,267,Bot Suspect
1,0,64,919,0,2025-04-13 19:23:39.013270,0,Normal Size,Other,233,Bot Suspect
70,0,21792,1168,0,2025-04-14 01:25:47.013270,0,Large Packet,Other,7,Normal
17,0,42874,1165,0,2025-04-14 07:17:09.013270,0,Large Packet,Other,6,Normal
1,0,283,1437,0,2025-04-13 19:27:18.013270,0,Large Packet,Other,233,Bot Suspect
19,0,956,1119,1,2025-04-13 19:38:31.013270,0,Large Packet,ICMP,14,Normal
93,0,76125,1494,0,2025-04-14 16:31:20.013270,0,Large Packet,Other,5,Normal
0,0,172,816,0,2025-04-13 19:25:27.013270,0,Normal Size,Other,267,Bot Suspect
98,0,79530,962,0,2025-04-14 17:28:05.013270,0,Normal Size,Other,13,Normal
60,0,63374,691,0,2025-04-14 12:58:49.013270,0,Normal Size,Other,12,Normal
1,0,288,768,0,2025-04-13 19:27:23.013270,0,Normal Size,Other,233,Bot Suspect
0,0,12,572,0,2025-04-13 19:22:47.013270,0,Normal Size,Other,267,Bot Suspect
54,0,77149,801,1,2025-04-14 16:48:24.013270,0,Normal Size,ICMP,9,Normal
0,0,165,853,1,2025-04-13 19:25:20.013270,0,Normal Size,ICMP,267,Bot Suspect
39,0,13859,564,0,2025-04-13 23:13:34.013270,0,Normal Size,Other,9,Normal
0,0,139,1137,1,2025-04-13 19:24:54.013270,0,Large Packet,ICMP,267,Bot Suspect
68,0,68916,727,0,2025-04-14 14:31:11.013270,0,Normal Size,Other,12,Normal
0,0,279,1490,1,2025-04-13 19:27:14.013270,1,Large Packet,ICMP,267,Bot Suspect
0,0,75,713,1,2025-04-13 19:23:50.013270,0,Normal Size,ICMP,267,Bot Suspect
101,0,27345,701,0,2025-04-14 02:58:20.013270,0,Normal Size,Other,18,Normal
67,0,28145,607,0,2025-04-14 03:11:40.013270,0,Normal Size,Other,5,Normal
0,0,168,1443,0,2025-04-13 19:25:23.013270,0,Large Packet,Other,267,Bot Suspect
90,0,9865,1153,1,2025-04-13 22:07:00.013270,0,Large Packet,ICMP,14,Normal
1,0,198,1004,1,2025-04-13 19:25:53.013270,0,Large Packet,ICMP,233,Bot Suspect
0,0,46,1469,0,2025-04-13 19:23:21.013270,1,Large Packet,Other,267,Bot Suspect
1,0,166,998,1,2025-04-13 19:25:21.013270,0,Normal Size,ICMP,233,Bot Suspect
20,0,79239,1061,0,2025-04-14 17:23:14.013270,0,Large Packet,Other,10,Normal
61,0,41786,980,1,2025-04-14 06:59:01.013270,0,Normal Size,ICMP,19,Normal
47,0,81244,607,0,2025-04-14 17:56:39.013270,0,Normal Size,Other,11,Normal
11,0,29009,1154,1,2025-04-14 03:26:04.013270,0,Large Packet,ICMP,15,Normal
56,0,62823,520,1,2025-04-14 12:49:38.013270,0,Normal Size,ICMP,15,Normal
66,0,42929,965,0,2025-04-14 07:18:04.013270,0,Normal Size,Other,10,Normal
5,0,24917,1321,1,2025-04-14 02:17:52.013270,0,Large Packet,ICMP,4,Normal
78,0,81905,635,1,2025-04-14 18:07:40.013270,0,Normal Size,ICMP,8,Normal
4,0,55176,1319,1,2025-04-14 10:42:11.013270,0,Large Packet,ICMP,9,Normal
18,0,45420,566,1,2025-04-14 07:59:35.013270,0,Normal Size,ICMP,13,Normal
66,0,33572,924,0,2025-04-14 04:42:07.013270,0,Normal Size,Other,10,Normal
1,0,247,1397,1,2025-04-13 19:26:42.013270,0,Large Packet,ICMP,233,Bot Suspect
62,0,33130,572,0,2025-04-14 04:34:45.013270,0,Normal Size,Other,13,Normal
23,0,67444,1344,0,2025-04-14 14:06:39.013270,0,Large Packet,Other,10,Normal
81,0,63620,892,1,2025-04-14 13:02:55.013270,0,Normal Size,ICMP,8,Normal
63,0,67642,542,1,2025-04-14 14:09:57.013270,0,Normal Size,ICMP,9,Normal
10,0,25931,617,1,2025-04-14 02:34:46.013270,0,Normal Size,ICMP,13,Normal
1,0,83,620,0,2025-04-13 19:23:58.013270,0,Normal Size,Other,233,Bot Suspect
0,0,209,1282,1,2025-04-13 19:26:04.013270,0,Large Packet,ICMP,267,Bot Suspect
75,0,26916,1079,1,2025-04-14 02:51:11.013270,0,Large Packet,ICMP,12,Normal
0,0,155,1163,1,2025-04-13 19:25:10.013270,0,Large Packet,ICMP,267,Bot Suspect
22,0,29757,753,0,2025-04-14 03:38:32.013270,0,Normal Size,Other,11,Normal
73,0,73509,869,1,2025-04-14 15:47:44.013270,0,Normal Size,ICMP,7,Normal
1,0,107,596,0,2025-04-13 19:24:22.013270,0,Normal Size,Other,233,Bot Suspect
0,0,54,1455,0,2025-04-13 19:23:29.013270,0,Large Packet,Other,267,Bot Suspect
94,0,61246,682,1,2025-04-14 12:23:21.013270,0,Normal Size,ICMP,19,Normal
29,0,33536,569,1,2025-04-14 04:41:31.013270,0,Normal Size,ICMP,18,Normal
10,0,78945,1040,0,2025-04-14 17:18:20.013270,0,Large Packet,Other,13,Normal
0,0,124,1152,1,2025-04-13 19:24:39.013270,0,Large Packet,ICMP,267,Bot Suspect
16,0,338,1131,0,2025-04-13 19:28:13.013270,0,Large Packet,Other,10,Normal
85,0,17368,827,0,2025-04-14 00:12:03.013270,0,Normal Size,Other,8,Normal
36,0,6150,840,0,2025-04-13 21:05:05.013270,0,Normal Size,Other,11,Normal
68,0,22890,1157,0,2025-04-14 01:44:05.013270,0,Large Packet,Other,12,Normal
20,0,62211,1232,0,2025-04-14 12:39:26.013270,0,Large Packet,Other,10,Normal
32,0,36244,615,1,2025-04-14 05:26:39.013270,0,Normal Size,ICMP,12,Normal
0,0,9,866,1,2025-04-13 19:22:44.013270,0,Normal Size,ICMP,267,Bot Suspect
90,0,52487,1189,1,2025-04-14 09:57:22.013270,0,Large Packet,ICMP,14,Normal
29,0,34832,1311,1,2025-04-14 05:03:07.013270,0,Large Packet,ICMP,18,Normal
28,0,63197,1124,0,2025-04-14 12:55:52.013270,0,Large Packet,Other,12,Normal
27,0,64772,1288,1,2025-04-14 13:22:07.013270,0,Large Packet,ICMP,3,Normal
80,0,66656,948,1,2025-04-14 13:53:31.013270,0,Normal Size,ICMP,13,Normal
1,0,147,614,0,2025-04-13 19:25:02.013270,0,Normal Size,Other,233,Bot Suspect
0,0,253,1170,1,2025-04-13 19:26:48.013270,0,Large Packet,ICMP,267,Bot Suspect
0,0,278,1226,0,2025-04-13 19:27:13.013270,0,Large Packet,Other,267,Bot Suspect
90,0,3972,683,1,2025-04-13 20:28:47.013270,0,Normal Size,ICMP,14,Normal
25,0,20128,1292,0,2025-04-14 00:58:03.013270,0,Large Packet,Other,12,Normal
